Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
494,ORD-1494,10/17/2023,10/20/2023,Second Class,CUST-1196,Robert Miller,Corporate,United States,East,New Jersey,Furniture,Furnishings,834.88,8,0.3,-99.86
495,ORD-1495,08/23/2023,08/26/2023,First Class,CUST-1154,John Jones,Home Office,United States,South,North Carolina,Furniture,Bookcases,993.26,8,0.4,-1.03
496,ORD-1496,03/04/2023,03/06/2023,Standard Class,CUST-1186,David Thomas,Home Office,United States,South,Georgia,Furniture,Bookcases,988.85,4,0.4,86.23
497,ORD-1497,12/12/2023,12/19/2023,Standard Class,CUST-1075,David Garcia,Corporate,United States,South,Georgia,Office Supplies,Art,247.97,10,0.3,47.64
498,ORD-1498,02/24/2022,02/27/2022,Standard Class,CUST-1264,Elizabeth Taylor,Consumer,United States,West,Oregon,Office Supplies,Paper,728.72,6,0.4,56.9
499,ORD-1499,07/11/2023,07/14/2023,First Class,CUST-1074,Barbara Brown,Consumer,United States,West,California,Furniture,Tables,1746.16,5,0.5,-213.3
500,ORD-1500,02/26/2023,03/01/2023,Second Class,CUST-1287,Thomas Davis,Home Office,United States,Central,Michigan,Office Supplies,Art,1842.61,2,0.1,556.39
501,ORD-1501,03/20/2022,03/21/2022,Same Day,CUST-1268,Barbara Jones,Corporate,United States,East,New York,Office Supplies,Art,1639.5,8,0,562.85
502,ORD-1502,08/16/2022,08/18/2022,Standard Class,CUST-1218,Michael Jones,Home Office,United States,Central,Texas,Furniture,Chairs,1715.06,4,0.1,448.76
503,ORD-1503,03/18/2023,03/19/2023,First Class,CUST-1023,Jessica Brown,Consumer,United States,East,Pennsylvania,Furniture,Furnishings,400.74,9,0,93.4
504,ORD-1504,09/09/2023,09/11/2023,Second Class,CUST-1143,John Williams,Home Office,United States,East,Pennsylvania,Furniture,Chairs,1179.33,3,0.1,115.85
505,ORD-1505,06/02/2023,06/07/2023,Second Class,CUST-1145,Thomas Miller,Consumer,United States,Central,Michigan,Furniture,Tables,145.99,10,0.5,-50.14
506,ORD-1506,08/08/2022,08/13/2022,Standard Class,CUST-1093,Jennifer Anderson,Corporate,United States,East,Pennsylvania,Technology,Phones,1704.08,6,0.2,-24.13
507,ORD-1507,02/22/2023,02/23/2023,Same Day,CUST-1185,Thomas Jones,Home Office,United States,South,Georgia,Furniture,Tables,1525.2,2,0.15,214.05
508,ORD-1508,05/21/2023,05/22/2023,Same Day,CUST-1149,Joseph Davis,Corporate,United States,East,New York,Furniture,Bookcases,775.71,10,0.2,-24.26
509,ORD-1509,07/03/2022,07/04/2022,Standard Class,CUST-1074,Thomas Williams,Corporate,United States,East,Pennsylvania,Office Supplies,Storage,1997.46,2,0.2,242.96
510,ORD-1510,03/08/2022,03/11/2022,Second Class,CUST-1218,Richard Brown,Home Office,United States,East,Pennsylvania,Technology,Accessories,1950.66,4,0.15,160.48
511,ORD-1511,10/22/2023,10/26/2023,First Class,CUST-1076,Jessica Taylor,Corporate,United States,Central,Texas,Technology,Machines,718.63,10,0.4,-235.4
512,ORD-1512,05/25/2023,05/27/2023,Same Day,CUST-1014,Mary Williams,Consumer,United States,East,Pennsylvania,Office Supplies,Art,1260.46,1,0.1,447.69
513,ORD-1513,09/29/2023,10/04/2023,First Class,CUST-1255,Joseph Miller,Corporate,United States,Central,Michigan,Furniture,Bookcases,201.7,9,0,31.18
514,ORD-1514,07/08/2023,07/13/2023,Same Day,CUST-1162,Patricia Gonzalez,Corporate,United States,Central,Illinois,Technology,Machines,45.16,1,0.5,-20.13
515,ORD-1515,07/01/2022,07/06/2022,Same Day,CUST-1069,Jennifer Thomas,Corporate,United States,South,North Carolina,Furniture,Chairs,1322.23,5,0.5,-526.4
516,ORD-1516,08/06/2023,08/12/2023,Second Class,CUST-1260,Jessica Moore,Consumer,United States,South,Georgia,Office Supplies,Binders,986.2,9,0.3,-56.7
517,ORD-1517,01/22/2023,01/27/2023,Standard Class,CUST-1066,John Jackson,Corporate,United States,Central,Illinois,Office Supplies,Labels,1356.21,5,0.5,-195.59
518,ORD-1518,01/25/2023,01/26/2023,Second Class,CUST-1160,Linda Davis,Home Office,United States,East,New York,Technology,Machines,862.01,7,0.15,165.44
519,ORD-1519,12/12/2022,12/14/2022,Same Day,CUST-1137,Susan Jackson,Consumer,United States,East,New Jersey,Office Supplies,Binders,49.23,1,0.15,7.02
520,ORD-1520,11/21/2022,11/25/2022,Second Class,CUST-1173,Jessica Brown,Corporate,United States,South,North Carolina,Technology,Phones,1145.0,10,0.15,350.4
521,ORD-1521,01/08/2023,01/12/2023,First Class,CUST-1136,Sarah Miller,Consumer,United States,Central,Illinois,Furniture,Bookcases,411.5,2,0.4,-114.47
522,ORD-1522,08/16/2023,08/17/2023,Same Day,CUST-1108,Thomas Thomas,Corporate,United States,South,Florida,Furniture,Chairs,1187.81,2,0.15,112.97
523,ORD-1523,03/20/2023,03/26/2023,Same Day,CUST-1281,Karen Taylor,Consumer,United States,Central,Texas,Technology,Machines,1084.5,7,0.1,237.47
524,ORD-1524,08/07/2022,08/13/2022,Same Day,CUST-1290,Sarah Martin,Home Office,United States,West,Oregon,Technology,Copiers,1924.61,8,0.4,-39.59
525,ORD-1525,01/09/2023,01/13/2023,Standard Class,CUST-1105,Susan Hernandez,Corporate,United States,East,Pennsylvania,Technology,Accessories,304.01,5,0.1,6.12
526,ORD-1526,09/20/2022,09/26/2022,Second Class,CUST-1159,Michael Smith,Corporate,United States,Central,Illinois,Technology,Accessories,1206.45,4,0.2,300.28
527,ORD-1527,07/26/2022,07/28/2022,Second Class,CUST-1022,David Moore,Home Office,United States,South,Georgia,Office Supplies,Binders,552.7,5,0,79.95
528,ORD-1528,11/18/2022,11/23/2022,Second Class,CUST-1121,James Gonzalez,Consumer,United States,East,New Jersey,Furniture,Chairs,602.98,7,0,58.16
529,ORD-1529,05/24/2023,05/25/2023,Second Class,CUST-1217,Charles Gonzalez,Consumer,United States,East,New York,Technology,Machines,483.77,6,0,170.2
530,ORD-1530,10/09/2022,10/13/2022,Standard Class,CUST-1163,Sarah Lopez,Home Office,United States,East,Pennsylvania,Furniture,Tables,822.67,10,0.5,-20.7
531,ORD-1531,10/12/2022,10/19/2022,Standard Class,CUST-1028,Elizabeth Smith,Home Office,United States,South,North Carolina,Technology,Accessories,1874.57,8,0.15,52.39
532,ORD-1532,01/29/2023,02/01/2023,Second Class,CUST-1227,Patricia Moore,Corporate,United States,West,California,Office Supplies,Labels,1281.51,6,0.4,-392.68
533,ORD-1533,04/03/2022,04/10/2022,First Class,CUST-1209,Jennifer Anderson,Consumer,United States,South,Georgia,Office Supplies,Storage,1515.77,4,0.15,-55.69
534,ORD-1534,02/27/2023,03/06/2023,Standard Class,CUST-1181,David Taylor,Corporate,United States,East,New Jersey,Office Supplies,Art,672.12,2,0.2,-47.71
535,ORD-1535,02/23/2022,03/01/2022,Same Day,CUST-1103,Robert Smith,Home Office,United States,Central,Illinois,Office Supplies,Binders,1286.77,8,0.4,-329.36
536,ORD-1536,04/24/2022,04/26/2022,Same Day,CUST-1245,Susan Hernandez,Home Office,United States,Central,Texas,Technology,Phones,506.71,3,0.4,-142.45
537,ORD-1537,10/16/2022,10/18/2022,Second Class,CUST-1011,Richard Jackson,Consumer,United States,Central,Michigan,Furniture,Bookcases,177.95,3,0.15,30.77
538,ORD-1538,07/23/2022,07/26/2022,First Class,CUST-1077,Susan Martin,Consumer,United States,West,Washington,Furniture,Furnishings,1405.51,1,0.1,308.56
539,ORD-1539,01/15/2022,01/21/2022,Second Class,CUST-1105,Jessica Brown,Consumer,United States,West,Washington,Technology,Phones,1056.42,8,0.5,-393.27
540,ORD-1540,01/27/2023,01/29/2023,Same Day,CUST-1093,Elizabeth Miller,Corporate,United States,Central,Texas,Technology,Copiers,868.3,10,0.1,263.09
541,ORD-1541,08/30/2022,09/04/2022,Standard Class,CUST-1241,Joseph Williams,Consumer,United States,East,Pennsylvania,Office Supplies,Storage,907.44,6,0.1,124.95
542,ORD-1542,01/01/2024,01/05/2024,Standard Class,CUST-1027,Patricia Moore,Corporate,United States,South,Florida,Technology,Accessories,1419.82,10,0.4,-21.73
543,ORD-1543,11/18/2023,11/25/2023,Same Day,CUST-1155,Thomas Martin,Corporate,United States,South,North Carolina,Office Supplies,Labels,1200.48,1,0.4,117.15
544,ORD-1544,08/18/2023,08/20/2023,Standard Class,CUST-1163,Joseph Jones,Home Office,United States,Central,Michigan,Furniture,Chairs,527.98,8,0.3,-115.44
545,ORD-1545,04/30/2022,05/03/2022,Same Day,CUST-1145,David Lopez,Corporate,United States,South,North Carolina,Furniture,Bookcases,97.88,8,0.1,0.76
546,ORD-1546,03/23/2023,03/25/2023,Second Class,CUST-1077,Joseph Johnson,Consumer,United States,Central,Texas,Technology,Machines,637.93,3,0.2,31.86
547,ORD-1547,09/24/2022,09/26/2022,Same Day,CUST-1183,Jessica Johnson,Home Office,United States,West,Oregon,Furniture,Furnishings,1414.87,2,0.2,-209.18
548,ORD-1548,04/26/2022,05/03/2022,Second Class,CUST-1087,Michael Martinez,Home Office,United States,South,North Carolina,Office Supplies,Art,1442.33,2,0.1,350.02
549,ORD-1549,08/21/2023,08/22/2023,Same Day,CUST-1049,James Davis,Corporate,United States,Central,Texas,Technology,Accessories,1056.77,3,0.3,13.33
550,ORD-1550,02/08/2023,02/11/2023,Same Day,CUST-1233,James Anderson,Home Office,United States,Central,Illinois,Technology,Phones,1184.77,6,0,510.4
551,ORD-1551,11/03/2023,11/08/2023,First Class,CUST-1029,Mary Martinez,Home Office,United States,East,New York,Office Supplies,Binders,1902.28,10,0.15,555.1
552,ORD-1552,09/19/2022,09/21/2022,Same Day,CUST-1207,Michael Garcia,Corporate,United States,South,North Carolina,Furniture,Furnishings,487.76,7,0.5,-19.58
553,ORD-1553,05/18/2023,05/25/2023,First Class,CUST-1050,Karen Jones,Corporate,United States,West,Oregon,Furniture,Bookcases,870.39,5,0.5,-353.97
554,ORD-1554,02/02/2023,02/06/2023,Second Class,CUST-1223,Susan Lopez,Home Office,United States,West,Washington,Office Supplies,Art,544.27,7,0.3,86.76
555,ORD-1555,04/20/2023,04/26/2023,Standard Class,CUST-1149,Thomas Taylor,Corporate,United States,East,Pennsylvania,Furniture,Bookcases,456.22,3,0.4,-145.44
556,ORD-1556,06/02/2022,06/04/2022,Standard Class,CUST-1283,Elizabeth Jackson,Consumer,United States,East,New York,Office Supplies,Storage,1371.78,4,0.15,157.22
557,ORD-1557,02/27/2023,02/28/2023,Standard Class,CUST-1258,Barbara Rodriguez,Consumer,United States,East,New York,Technology,Copiers,934.67,10,0.4,-248.41
558,ORD-1558,02/07/2023,02/08/2023,First Class,CUST-1175,Joseph Anderson,Consumer,United States,South,Florida,Furniture,Tables,175.75,5,0.4,-7.25
559,ORD-1559,11/21/2023,11/22/2023,Same Day,CUST-1236,John Garcia,Home Office,United States,West,Washington,Furniture,Bookcases,873.26,1,0,281.43
560,ORD-1560,09/24/2023,09/27/2023,Second Class,CUST-1008,James Jones,Consumer,United States,South,Florida,Office Supplies,Labels,1384.42,7,0.4,-362.84
561,ORD-1561,01/28/2022,01/30/2022,Standard Class,CUST-1155,Sarah Miller,Corporate,United States,East,New York,Technology,Accessories,967.42,4,0.1,197.25
562,ORD-1562,04/30/2022,05/02/2022,Same Day,CUST-1300,Jessica Smith,Consumer,United States,South,Florida,Office Supplies,Binders,1805.81,8,0.4,-602.67
563,ORD-1563,02/22/2022,02/25/2022,First Class,CUST-1019,Jessica Jackson,Corporate,United States,Central,Illinois,Technology,Copiers,25.67,7,0.4,-8.75
564,ORD-1564,08/26/2022,09/01/2022,First Class,CUST-1214,Sarah Williams,Corporate,United States,South,Florida,Technology,Copiers,130.8,7,0,31.47
565,ORD-1565,04/05/2023,04/11/2023,Same Day,CUST-1119,Jessica Lopez,Home Office,United States,South,Florida,Technology,Machines,878.1,5,0.1,64.28
566,ORD-1566,05/15/2022,05/18/2022,Second Class,CUST-1107,Barbara Thomas,Corporate,United States,Central,Michigan,Technology,Copiers,1448.76,7,0.2,-108.49
567,ORD-1567,05/13/2022,05/15/2022,First Class,CUST-1121,Susan Thomas,Consumer,United States,East,New Jersey,Technology,Copiers,406.97,8,0.3,62.91
568,ORD-1568,09/25/2022,09/28/2022,Same Day,CUST-1059,James Hernandez,Home Office,United States,East,New York,Furniture,Bookcases,1357.09,9,0.1,523.31
569,ORD-1569,05/14/2023,05/17/2023,Second Class,CUST-1264,Sarah Rodriguez,Home Office,United States,East,New Jersey,Technology,Accessories,1987.39,6,0.5,-688.07
570,ORD-1570,03/25/2023,04/01/2023,Standard Class,CUST-1288,Karen Martin,Consumer,United States,East,New Jersey,Technology,Phones,919.7,2,0.5,-403.38
571,ORD-1571,07/30/2022,08/02/2022,Second Class,CUST-1187,Jessica Brown,Corporate,United States,East,New York,Furniture,Chairs,322.49,8,0.15,2.29
572,ORD-1572,03/02/2023,03/09/2023,Standard Class,CUST-1137,Thomas Garcia,Corporate,United States,East,New Jersey,Furniture,Furnishings,1540.38,8,0.1,379.56
573,ORD-1573,06/05/2022,06/12/2022,Same Day,CUST-1235,Susan Wilson,Home Office,United States,South,North Carolina,Office Supplies,Paper,1509.48,4,0.2,359.11
574,ORD-1574,05/30/2022,06/06/2022,First Class,CUST-1206,James Hernandez,Consumer,United States,Central,Illinois,Furniture,Furnishings,29.8,9,0.5,-12.65
575,ORD-1575,11/08/2023,11/14/2023,Same Day,CUST-1206,Thomas Martinez,Home Office,United States,East,New Jersey,Office Supplies,Binders,310.39,1,0.3,-74.49
576,ORD-1576,12/19/2022,12/20/2022,Second Class,CUST-1279,Richard Anderson,Home Office,United States,Central,Michigan,Technology,Machines,1655.74,10,0.3,-354.66
577,ORD-1577,10/27/2023,10/31/2023,Second Class,CUST-1267,William Gonzalez,Home Office,United States,South,Georgia,Technology,Machines,1553.05,2,0.15,517.73
578,ORD-1578,06/18/2023,06/21/2023,First Class,CUST-1124,Sarah Jackson,Corporate,United States,West,Oregon,Furniture,Bookcases,1516.52,1,0.1,587.57
579,ORD-1579,03/03/2022,03/10/2022,Same Day,CUST-1153,Mary Brown,Home Office,United States,South,North Carolina,Technology,Phones,752.23,9,0.4,-44.77
580,ORD-1580,08/30/2022,09/06/2022,Second Class,CUST-1180,Sarah Martin,Corporate,United States,East,Pennsylvania,Office Supplies,Storage,1494.06,10,0.3,-181.66
581,ORD-1581,06/17/2023,06/23/2023,Standard Class,CUST-1076,Barbara Anderson,Home Office,United States,West,Washington,Technology,Copiers,502.79,9,0.15,44.21
582,ORD-1582,03/05/2022,03/09/2022,Same Day,CUST-1287,Barbara Taylor,Home Office,United States,South,Georgia,Furniture,Chairs,1778.13,4,0.2,176.44
583,ORD-1583,10/14/2023,10/18/2023,Second Class,CUST-1259,Susan Garcia,Consumer,United States,Central,Illinois,Technology,Copiers,1993.06,8,0.4,-456.95
584,ORD-1584,12/13/2023,12/15/2023,Same Day,CUST-1057,Barbara Brown,Consumer,United States,South,Georgia,Furniture,Chairs,916.31,3,0,68.88
585,ORD-1585,05/01/2022,05/04/2022,Second Class,CUST-1216,John Jones,Consumer,United States,Central,Illinois,Furniture,Tables,616.8,5,0.15,134.28
586,ORD-1586,05/16/2023,05/17/2023,First Class,CUST-1290,Susan Thomas,Corporate,United States,Central,Illinois,Furniture,Tables,253.43,2,0.15,-10.57
587,ORD-1587,05/16/2022,05/23/2022,First Class,CUST-1046,Joseph Jones,Home Office,United States,South,North Carolina,Office Supplies,Labels,285.66,8,0.4,-69.35
588,ORD-1588,02/09/2023,02/12/2023,Standard Class,CUST-1293,James Garcia,Home Office,United States,South,North Carolina,Office Supplies,Paper,1086.58,8,0.4,-251.17
589,ORD-1589,10/22/2023,10/27/2023,Second Class,CUST-1244,Mary Jackson,Home Office,United States,Central,Texas,Technology,Phones,179.45,9,0.3,-10.69
590,ORD-1590,01/20/2022,01/23/2022,First Class,CUST-1206,Sarah Martin,Home Office,United States,East,New York,Technology,Accessories,1575.65,10,0.1,315.28
591,ORD-1591,03/24/2023,03/26/2023,Standard Class,CUST-1051,David Williams,Home Office,United States,South,Florida,Furniture,Bookcases,835.72,9,0.5,-119.36
592,ORD-1592,09/19/2022,09/26/2022,First Class,CUST-1093,Mary Martin,Consumer,United States,Central,Michigan,Furniture,Tables,188.36,7,0.15,8.41
593,ORD-1593,04/12/2022,04/15/2022,Second Class,CUST-1123,Patricia Johnson,Home Office,United States,East,New Jersey,Office Supplies,Art,293.5,5,0.15,53.13
594,ORD-1594,06/01/2023,06/05/2023,Standard Class,CUST-1248,Sarah Wilson,Consumer,United States,West,Washington,Office Supplies,Labels,1899.22,1,0.15,392.66
595,ORD-1595,07/22/2023,07/27/2023,Same Day,CUST-1229,Robert Martinez,Consumer,United States,West,Oregon,Furniture,Bookcases,1353.44,9,0.1,144.55
596,ORD-1596,07/08/2023,07/10/2023,Standard Class,CUST-1001,Sarah Anderson,Corporate,United States,West,Oregon,Furniture,Bookcases,1566.23,7,0.3,-364.32
597,ORD-1597,01/01/2022,01/02/2022,Second Class,CUST-1300,Richard Lopez,Home Office,United States,Central,Illinois,Technology,Accessories,1867.68,5,0.2,57.82
598,ORD-1598,11/04/2022,11/05/2022,Second Class,CUST-1259,David Wilson,Corporate,United States,East,New Jersey,Furniture,Chairs,796.66,3,0,138.39
599,ORD-1599,12/26/2023,12/30/2023,First Class,CUST-1009,Joseph Martin,Home Office,United States,Central,Texas,Technology,Machines,553.3,6,0.4,-29.73
600,ORD-1600,01/05/2022,01/06/2022,Standard Class,CUST-1040,Jessica Gonzalez,Home Office,United States,East,New York,Technology,Copiers,1348.69,9,0.2,-138.74
601,ORD-1601,12/28/2022,01/04/2023,Same Day,CUST-1190,John Brown,Consumer,United States,South,Georgia,Technology,Phones,758.99,6,0.3,19.7
602,ORD-1602,10/15/2022,10/21/2022,Second Class,CUST-1120,Karen Martinez,Corporate,United States,East,Pennsylvania,Furniture,Chairs,1843.58,4,0.15,570.62
603,ORD-1603,12/22/2023,12/28/2023,First Class,CUST-1292,Richard Brown,Home Office,United States,East,Pennsylvania,Office Supplies,Art,1215.99,4,0,69.41
604,ORD-1604,11/07/2023,11/13/2023,Second Class,CUST-1034,James Jackson,Consumer,United States,West,Washington,Technology,Accessories,1135.76,10,0.4,-175.26
605,ORD-1605,07/16/2022,07/23/2022,Standard Class,CUST-1219,Sarah Anderson,Home Office,United States,West,Oregon,Technology,Machines,1359.18,9,0.4,-239.9
606,ORD-1606,02/21/2023,02/24/2023,Second Class,CUST-1025,Thomas Johnson,Corporate,United States,East,Pennsylvania,Office Supplies,Art,252.22,8,0.3,-5.8
607,ORD-1607,02/06/2023,02/08/2023,Standard Class,CUST-1128,Linda Wilson,Consumer,United States,South,Florida,Office Supplies,Binders,676.06,1,0.3,-166.05
608,ORD-1608,10/04/2023,10/10/2023,First Class,CUST-1127,Charles Hernandez,Consumer,United States,Central,Illinois,Office Supplies,Binders,202.48,7,0.2,-12.88
609,ORD-1609,12/08/2022,12/13/2022,Standard Class,CUST-1044,Patricia Anderson,Consumer,United States,West,California,Office Supplies,Binders,1590.28,10,0,351.76
610,ORD-1610,05/11/2022,05/12/2022,Standard Class,CUST-1029,Susan Williams,Home Office,United States,South,Florida,Office Supplies,Binders,1839.04,1,0.2,302.22
611,ORD-1611,04/09/2022,04/14/2022,Same Day,CUST-1197,Karen Smith,Corporate,United States,Central,Illinois,Office Supplies,Art,1506.41,10,0.1,68.75
612,ORD-1612,04/10/2023,04/15/2023,Second Class,CUST-1294,Karen Williams,Consumer,United States,East,New Jersey,Office Supplies,Binders,663.11,2,0.1,234.6
613,ORD-1613,05/08/2023,05/14/2023,Second Class,CUST-1160,Mary Johnson,Home Office,United States,Central,Illinois,Office Supplies,Art,1245.49,4,0.1,421.03
614,ORD-1614,07/09/2023,07/16/2023,Standard Class,CUST-1266,Elizabeth Lopez,Home Office,United States,Central,Michigan,Office Supplies,Labels,299.79,5,0.2,8.54
615,ORD-1615,06/04/2023,06/11/2023,Second Class,CUST-1036,Michael Miller,Corporate,United States,West,California,Furniture,Tables,1672.0,1,0.5,-317.56
616,ORD-1616,09/07/2023,09/13/2023,Same Day,CUST-1169,Karen Martinez,Consumer,United States,South,Florida,Technology,Copiers,668.98,10,0.3,-156.13
617,ORD-1617,08/13/2022,08/14/2022,Same Day,CUST-1170,Michael Davis,Home Office,United States,South,Georgia,Furniture,Furnishings,1281.15,4,0.4,-140.85
618,ORD-1618,01/07/2022,01/10/2022,Same Day,CUST-1100,Robert Martinez,Home Office,United States,West,Oregon,Office Supplies,Paper,29.69,1,0.15,2.98
619,ORD-1619,07/23/2022,07/25/2022,Second Class,CUST-1092,William Moore,Consumer,United States,Central,Texas,Furniture,Chairs,575.36,5,0.1,44.03
620,ORD-1620,01/22/2022,01/29/2022,Same Day,CUST-1123,Michael Martinez,Corporate,United States,West,Washington,Office Supplies,Binders,1358.13,2,0.2,200.63
621,ORD-1621,12/30/2023,12/31/2023,First Class,CUST-1220,Richard Lopez,Home Office,United States,West,California,Technology,Copiers,245.8,4,0.1,77.12
622,ORD-1622,07/03/2023,07/06/2023,Same Day,CUST-1108,David Jones,Home Office,United States,East,New York,Technology,Accessories,1581.28,4,0.15,515.55
623,ORD-1623,06/21/2022,06/26/2022,Second Class,CUST-1165,Thomas Anderson,Home Office,United States,South,Georgia,Technology,Phones,782.35,9,0.4,-53.53
624,ORD-1624,05/01/2023,05/04/2023,Second Class,CUST-1232,Michael Davis,Consumer,United States,South,Georgia,Technology,Copiers,1166.56,10,0.4,-224.42
625,ORD-1625,01/22/2023,01/27/2023,Standard Class,CUST-1152,James Jones,Corporate,United States,West,Oregon,Office Supplies,Art,322.85,6,0.5,-36.98
626,ORD-1626,04/22/2023,04/27/2023,Same Day,CUST-1163,Susan Lopez,Corporate,United States,Central,Illinois,Furniture,Chairs,1246.04,8,0.2,111.65
627,ORD-1627,08/28/2022,08/31/2022,Standard Class,CUST-1142,Thomas Taylor,Consumer,United States,East,New York,Furniture,Furnishings,1294.26,2,0.15,281.46
628,ORD-1628,02/09/2022,02/14/2022,Second Class,CUST-1279,David Miller,Corporate,United States,East,New York,Furniture,Bookcases,408.61,6,0.1,117.47
629,ORD-1629,02/18/2023,02/22/2023,Same Day,CUST-1117,Thomas Jones,Consumer,United States,Central,Michigan,Office Supplies,Storage,1645.5,1,0.5,-349.51
630,ORD-1630,06/13/2023,06/18/2023,Standard Class,CUST-1161,Joseph Hernandez,Consumer,United States,West,Washington,Office Supplies,Paper,1574.09,8,0.5,-511.78
631,ORD-1631,04/06/2023,04/13/2023,Standard Class,CUST-1256,Robert Martinez,Home Office,United States,South,Georgia,Furniture,Furnishings,1121.31,3,0.15,101.05
632,ORD-1632,03/12/2023,03/18/2023,Standard Class,CUST-1072,Charles Smith,Consumer,United States,Central,Illinois,Furniture,Furnishings,1507.73,9,0.5,-203.3
633,ORD-1633,02/05/2023,02/06/2023,First Class,CUST-1048,Charles Anderson,Consumer,United States,South,Florida,Office Supplies,Paper,1073.64,8,0.1,376.97
634,ORD-1634,01/28/2022,01/30/2022,Standard Class,CUST-1233,Elizabeth Taylor,Consumer,United States,West,Washington,Furniture,Furnishings,406.01,5,0.2,84.19
635,ORD-1635,02/25/2023,03/01/2023,Same Day,CUST-1106,Jessica Williams,Consumer,United States,East,New York,Furniture,Bookcases,322.5,3,0,83.4
636,ORD-1636,06/12/2022,06/17/2022,Second Class,CUST-1004,Joseph Rodriguez,Consumer,United States,Central,Illinois,Office Supplies,Art,1154.43,10,0.15,298.61
637,ORD-1637,09/10/2022,09/15/2022,Standard Class,CUST-1148,Charles Johnson,Home Office,United States,East,Pennsylvania,Office Supplies,Labels,664.49,8,0.3,-4.71
638,ORD-1638,02/05/2023,02/10/2023,Same Day,CUST-1235,Jennifer Martin,Corporate,United States,Central,Michigan,Technology,Machines,1648.62,3,0.5,-307.92
639,ORD-1639,02/07/2023,02/13/2023,Standard Class,CUST-1112,Sarah Martinez,Corporate,United States,West,Washington,Technology,Phones,1891.92,3,0.1,523.68
640,ORD-1640,04/18/2022,04/23/2022,Standard Class,CUST-1237,David Miller,Consumer,United States,East,New York,Office Supplies,Binders,1535.41,7,0.15,225.83
641,ORD-1641,02/13/2023,02/20/2023,Same Day,CUST-1249,Robert Hernandez,Corporate,United States,South,Florida,Office Supplies,Storage,396.86,1,0,153.68
642,ORD-1642,01/01/2024,01/05/2024,Standard Class,CUST-1091,Jennifer Smith,Corporate,United States,East,New York,Technology,Accessories,289.11,5,0.5,-109.49
643,ORD-1643,11/19/2023,11/26/2023,Standard Class,CUST-1273,Jennifer Miller,Consumer,United States,South,Georgia,Furniture,Chairs,32.31,3,0.15,4.9
644,ORD-1644,02/04/2023,02/10/2023,Second Class,CUST-1192,Richard Miller,Consumer,United States,East,New York,Technology,Phones,623.57,10,0,310.48
645,ORD-1645,01/29/2022,01/30/2022,Second Class,CUST-1023,Patricia Garcia,Corporate,United States,East,New Jersey,Furniture,Furnishings,680.86,2,0.1,204.76
646,ORD-1646,07/30/2023,08/05/2023,Second Class,CUST-1110,Susan Brown,Consumer,United States,East,Pennsylvania,Office Supplies,Storage,387.2,9,0.1,86.04
647,ORD-1647,02/16/2023,02/22/2023,First Class,CUST-1023,James Rodriguez,Consumer,United States,Central,Texas,Furniture,Chairs,639.32,4,0.2,59.81
648,ORD-1648,05/27/2023,05/28/2023,First Class,CUST-1199,Patricia Martin,Home Office,United States,South,North Carolina,Office Supplies,Labels,1427.94,10,0.5,-110.17
649,ORD-1649,10/13/2023,10/20/2023,Same Day,CUST-1196,John Martin,Home Office,United States,West,Oregon,Office Supplies,Paper,1769.09,8,0.15,565.43
650,ORD-1650,08/27/2022,08/28/2022,Standard Class,CUST-1031,Susan Davis,Consumer,United States,West,Washington,Technology,Phones,1236.53,5,0,486.72
651,ORD-1651,06/05/2022,06/09/2022,First Class,CUST-1069,Karen Anderson,Corporate,United States,South,Georgia,Office Supplies,Paper,416.73,4,0,35.2
652,ORD-1652,10/26/2023,11/02/2023,Second Class,CUST-1106,William Hernandez,Home Office,United States,East,New York,Technology,Copiers,584.03,4,0,69.43
653,ORD-1653,09/15/2023,09/22/2023,Same Day,CUST-1036,John Williams,Consumer,United States,West,California,Technology,Accessories,769.16,3,0.15,116.1
654,ORD-1654,04/04/2022,04/06/2022,Same Day,CUST-1160,James Wilson,Consumer,United States,West,Oregon,Furniture,Tables,1189.33,4,0.5,-126.47
655,ORD-1655,06/30/2022,07/05/2022,Same Day,CUST-1041,Michael Rodriguez,Corporate,United States,West,Washington,Furniture,Furnishings,505.45,10,0.15,74.95
656,ORD-1656,03/28/2023,04/01/2023,Same Day,CUST-1219,Jessica Smith,Consumer,United States,South,Georgia,Furniture,Furnishings,1015.53,7,0.4,-245.91
657,ORD-1657,09/21/2022,09/25/2022,Standard Class,CUST-1171,Karen Thomas,Consumer,United States,West,Oregon,Technology,Accessories,932.67,5,0.2,122.35
658,ORD-1658,07/14/2022,07/15/2022,First Class,CUST-1197,Susan Gonzalez,Corporate,United States,South,Georgia,Furniture,Tables,35.54,6,0.3,-0.75
659,ORD-1659,05/08/2022,05/12/2022,Same Day,CUST-1189,David Lopez,Home Office,United States,East,New York,Office Supplies,Binders,1864.94,4,0.1,105.69
660,ORD-1660,09/06/2022,09/10/2022,First Class,CUST-1234,John Jones,Home Office,United States,South,Florida,Office Supplies,Paper,78.67,6,0.5,-22.34
661,ORD-1661,01/13/2022,01/14/2022,Second Class,CUST-1217,Charles Williams,Consumer,United States,Central,Illinois,Furniture,Tables,1544.23,7,0.4,-121.92
